record_id,current_gpa,vegetables,vegetables_2,fruit,fruit_juice,green_salad,milk,breakfast,soda,diet_soda,energy_drinks,sports_drinks,fast_food,gpa_quality_flag
535,3.5,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 glasses,5 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
536,3.45,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),4 to 6 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
537,3.2,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
538,3.6,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,0 times (not at all),0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
539,4,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),4 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
540,3.55,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 glasses,2 days,1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
541,3.34,7 to 11 times,7 to 10 times,4 to 6 times,7 to 10 times,0 times (not at all),0 glasses (not at all),5 days,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
542,2.5,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 glasses,4 days,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),valid
543,3.31,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 glasses,4 days,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),valid
544,1.9,7 to 11 times,7 to 10 times,11 times or more,11 times or more,0 times (not at all),1 to 3 glasses,1 day,0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
545,3.36,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
546,2.9,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),4 to 6 times,0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
547,3.5,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),4 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
548,3.902,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
549,3.81,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),1 to 3 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
550,3.4,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,1 to 3 glasses,4 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
551,3.52,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
552,3,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,4 to 6 times,0 glasses (not at all),0 days (not at all),1 to 3 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,valid
553,3.3,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
554,3.72,7 to 11 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 times,1 to 3 glasses,0 days (not at all),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
555,2.28,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,4 to 6 times,0 glasses (not at all),3 days,0 times (not at all),1 to 3 times,7 to 10 times,0 times (not at all),1 to 3 times,valid
556,3.04,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,0 times (not at all),0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
557,3.46,7 to 11 times,7 to 10 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
558,3.23,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
559,3.01,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),2 days,11 times or more,11 times or more,0 times (not at all),0 times (not at all),1 to 3 times,valid
560,2.9,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
561,3.96,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),4 to 6 times,0 glasses (not at all),6 days,1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),valid
562,4,7 to 11 times,7 to 10 times,11 times or more,11 times or more,1 to 3 times,0 glasses (not at all),6 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
563,4,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
564,4,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
565,3.9,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
566,3.92,7 to 11 times,7 to 10 times,11 times or more,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
567,3.61,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,0 times (not at all),valid
568,3.8,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
569,3.3,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
570,3.2,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
571,2.75,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
572,3.6,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
573,2.7,7 to 11 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 times,4 to 6 glasses,7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
574,3.1,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 glasses,0 days (not at all),1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
575,2.9,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 glasses,0 days (not at all),1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
576,3.41,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,7 to 10 glasses,1 day,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
577,3.85,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
578,3.8,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,7 to 10 times,1 to 3 glasses,7 days (everyday),4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,valid
579,3.8,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,0 times (not at all),valid
580,3.6,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
581,3.11,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),4 days,0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,0 times (not at all),valid
582,4,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
583,2.7,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,0 times (not at all),valid
584,2.9,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,1 to 3 glasses,5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
585,3.1,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 glasses,4 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
586,3.5,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,7 to 10 times,1 to 3 glasses,2 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
587,3.5,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,0 times (not at all),0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
588,3.7,7 to 11 times,7 to 10 times,4 to 6 times,7 to 10 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
589,4,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
590,3.01,7 to 11 times,7 to 10 times,11 times or more,7 to 10 times,1 to 3 times,0 glasses (not at all),3 days,1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
591,3.3,7 to 11 times,7 to 10 times,11 times or more,0 times (not at all),0 times (not at all),0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
592,3.53,7 to 11 times,7 to 10 times,7 to 10 times,4 to 6 times,4 to 6 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
593,4,7 to 11 times,7 to 10 times,11 times or more,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
594,3.8,7 to 11 times,7 to 10 times,11 times or more,0 times (not at all),0 times (not at all),0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
595,3.8,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,0 times (not at all),4 to 6 glasses,6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
596,3.8,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
597,3.94,7 to 11 times,7 to 10 times,11 times or more,1 to 3 times,0 times (not at all),0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
598,3,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
599,3.7,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
600,4,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),0 times (not at all),1 to 3 glasses,1 day,0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
601,3.7,7 to 11 times,7 to 10 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 glasses,4 days,7 to 10 times,0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
602,3.3,7 to 11 times,7 to 10 times,7 to 10 times,7 to 10 times,7 to 10 times,1 to 3 glasses,7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
603,3.5,7 to 11 times,7 to 10 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
604,3.51,7 to 11 times,7 to 10 times,7 to 10 times,1 to 3 times,4 to 6 times,0 glasses (not at all),5 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
605,3.2,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 glasses,0 days (not at all),1 to 3 times,0 times (not at all),4 to 6 times,0 times (not at all),1 to 3 times,valid
606,3.09,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),7 to 10 times,1 to 3 glasses,5 days,0 times (not at all),4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
607,3.487,7 to 11 times,7 to 10 times,4 to 6 times,4 to 6 times,0 times (not at all),0 glasses (not at all),7 days (everyday),7 to 10 times,0 times (not at all),0 times (not at all),7 to 10 times,7 to 10 times,valid
608,4,7 to 11 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,0 times (not at all),valid
609,2.9,7 to 11 times,7 to 10 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
610,3.73,7 to 11 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),6 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
611,3.76,7 to 11 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 times,1 to 3 glasses,0 days (not at all),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
612,3.76,7 to 11 times,7 to 10 times,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
613,3.9,7 to 11 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
614,3.94,7 to 11 times,7 to 10 times,1 to 3 times,1 to 3 times,11 times or more,1 to 3 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
